"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Argentina","2010","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2011","309034.152094366","7,8"
"Argentina","2010","Total","Both Sexes","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2011","506053.768541226","7,8"
"Argentina","2010","Total","Both Sexes","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2011","121229.365117479","7,8"
"Argentina","2010","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2011","370561.386314553","7,8"
"Argentina","2010","Total","Both Sexes","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2011","811804.106587273","6,7,8"
"Argentina","2010","Total","Both Sexes","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2011","122104.906599864","7,8"
"Argentina","1991","Total","Both Sexes","Avellaneda","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","344024",""
"Argentina","1991","Total","Both Sexes","Bahía Blanca-Cerri","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","260096",""
"Argentina","1991","Total","Both Sexes","BUENOS AIRES","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","2965403",""
"Argentina","1991","Total","Both Sexes","BUENOS AIRES","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","11298030",""
"Argentina","1991","Total","Both Sexes","Catamarca","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","109882",""
"Argentina","1991","Total","Both Sexes","Catamarca","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","132626",""
"Argentina","1991","Total","Both Sexes","Comodoro Rivadavia-Rada Tilly","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","124104",""
"Argentina","1991","Total","Both Sexes","Concordia","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","116485",""
"Argentina","1991","Total","Both Sexes","Córdoba","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","1157507",""
"Argentina","1991","Total","Both Sexes","Córdoba","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","1208554",""
"Argentina","1991","Total","Both Sexes","Corrientes","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","258103",""
"Argentina","1991","Total","Both Sexes","Formosa","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","147636",""
"Argentina","1991","Total","Both Sexes","General San Martín","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","406809",""
"Argentina","1991","Total","Both Sexes","La Matanza","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","1120088",""
"Argentina","1991","Total","Both Sexes","La Plata","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","521936",""
"Argentina","1991","Total","Both Sexes","La Plata","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","642979",""
"Argentina","1991","Total","Both Sexes","Lanus","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","468561",""
"Argentina","1991","Total","Both Sexes","Lomas de Zamora","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","574330",""
"Argentina","1991","Total","Both Sexes","Mar del Plata-Batán","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","512880",""
"Argentina","1991","Total","Both Sexes","Mendoza","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","121620",""
"Argentina","1991","Total","Both Sexes","Mendoza","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","773113",""
"Argentina","1991","Total","Both Sexes","Morón","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","643553",""
"Argentina","1991","Total","Both Sexes","Neuquén-Plottier","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","167296",""
"Argentina","1991","Total","Both Sexes","Neuquén-Plottier","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","183579",""
"Argentina","1991","Total","Both Sexes","Paraná","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","207041",""
"Argentina","1991","Total","Both Sexes","Paraná","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","211936",""
"Argentina","1991","Total","Both Sexes","Posadas","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","201273",""
"Argentina","1991","Total","Both Sexes","Posadas","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","210755",""
"Argentina","1991","Total","Both Sexes","Quilmes","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","511234",""
"Argentina","1991","Total","Both Sexes","Resistencia","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","229212",""
"Argentina","1991","Total","Both Sexes","Resistencia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","292287",""
"Argentina","1991","Total","Both Sexes","Río Cuarto","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","134355",""
"Argentina","1991","Total","Both Sexes","Río Cuarto","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","138853",""
"Argentina","1991","Total","Both Sexes","Rosario","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","907718",""
"Argentina","1991","Total","Both Sexes","Rosario","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","1118905",""
"Argentina","1991","Total","Both Sexes","Salta","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","367550",""
"Argentina","1991","Total","Both Sexes","Salta","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","370904",""
"Argentina","1991","Total","Both Sexes","San Fernando","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","141063",""
"Argentina","1991","Total","Both Sexes","San Isidro","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","299023",""
"Argentina","1991","Total","Both Sexes","San Juan","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","119423",""
"Argentina","1991","Total","Both Sexes","San Juan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","352691",""
"Argentina","1991","Total","Both Sexes","San Miguel de Tucumán","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","470809",""
"Argentina","1991","Total","Both Sexes","San Miguel de Tucumán","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","622324",""
"Argentina","1991","Total","Both Sexes","San Nicolás-Villa Constitución","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","119302",""
"Argentina","1991","Total","Both Sexes","San Salvador de Jujuy-Palpalá","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","178748",""
"Argentina","1991","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","180102",""
"Argentina","1991","Total","Both Sexes","Santa Fé","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","353063",""
"Argentina","1991","Total","Both Sexes","Santa Fé","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","406388",""
"Argentina","1991","Total","Both Sexes","Santiago del Estero-La Banda","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","189947",""
"Argentina","1991","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","1991","263471",""
"Argentina","1991","Total","Both Sexes","Vicente López","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","289505",""
"Armenia","2017","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2018","80007",""
"Armenia","2017","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2018","115231",""
"Armenia","2017","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2018","1076716",""
"Armenia","2017","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2018","36163",""
"Armenia","2017","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2018","52891",""
"Armenia","2017","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2018","497362",""
"Armenia","2017","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2018","43844",""
"Armenia","2017","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2018","62340",""
"Armenia","2017","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2018","579354",""
"Armenia","2016","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2017","81500",""
"Armenia","2016","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2017","116800",""
"Armenia","2016","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2017","1074751",""
"Armenia","2016","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2017","37747",""
"Armenia","2016","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2017","55280",""
"Armenia","2016","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2017","496912",""
"Armenia","2016","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2017","43753",""
"Armenia","2016","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2017","61520",""
"Armenia","2016","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2017","577839",""
"Armenia","2015","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2016","82221",""
"Armenia","2015","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2016","117714",""
"Armenia","2015","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2016","1073660",""
"Armenia","2015","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2016","38233",""
"Armenia","2015","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2016","55914",""
"Armenia","2015","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2016","496665",""
"Armenia","2015","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2016","43988",""
"Armenia","2015","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2016","61800",""
"Armenia","2015","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2016","576995",""
"Armenia","2011","Total","Both Sexes","Gyumri (Leninakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","121976",""
"Armenia","2011","Total","Both Sexes","YEREVAN","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1060138",""
"Armenia","2011","Total","Male","Gyumri (Leninakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57132",""
"Armenia","2011","Total","Male","YEREVAN","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","490362",""
"Armenia","2011","Total","Female","Gyumri (Leninakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64844",""
"Armenia","2011","Total","Female","YEREVAN","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","569776",""
"Armenia","2009","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2010","104825",""
"Armenia","2009","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2010","146355",""
"Armenia","2009","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2010","1116648",""
"Armenia","2009","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2010","50143",""
"Armenia","2009","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2010","70468",""
"Armenia","2009","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2010","522409",""
"Armenia","2009","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2010","54682",""
"Armenia","2009","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2010","75887",""
"Armenia","2009","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2010","594239",""
"Armenia","2008","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2009","104886",""
"Armenia","2008","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2009","146704",""
"Armenia","2008","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2009","1109580",""
"Armenia","2008","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2009","50030",""
"Armenia","2008","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2009","70256",""
"Armenia","2008","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2009","518551",""
"Armenia","2008","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2009","54856",""
"Armenia","2008","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2009","76448",""
"Armenia","2008","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2009","591029",""
"Armenia","2007","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2008","105100",""
"Armenia","2007","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2008","147350",""
"Armenia","2007","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2008","1106383",""
"Armenia","2007","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2008","50052",""
"Armenia","2007","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2008","70384",""
"Armenia","2007","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2008","516769",""
"Armenia","2007","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2008","55048",""
"Armenia","2007","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2008","76966",""
"Armenia","2007","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2008","589614",""
"Armenia","2006","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2007","105300",""
"Armenia","2006","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2007","148000",""
"Armenia","2006","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2007","1104398",""
"Armenia","2006","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2007","50011",""
"Armenia","2006","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2007","70542",""
"Armenia","2006","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2007","515699",""
"Armenia","2006","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2007","55289",""
"Armenia","2006","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2007","77458",""
"Armenia","2006","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2007","588699",""
"Armenia","2004","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2005","105900",""
"Armenia","2004","Total","Both Sexes","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2005","149200",""
"Armenia","2004","Total","Both Sexes","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2005","1102427",""
"Armenia","2004","Total","Male","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2005","49900",""
"Armenia","2004","Total","Male","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2005","70700",""
"Armenia","2004","Total","Male","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2005","514398",""
"Armenia","2004","Total","Female","Vanadzoz (Kirovakan)","City proper","Estimate - de jure","Final figure, complete","2005","56000",""
"Armenia","2004","Total","Female","Gyumri (Leninakan)","City proper","Estimate - de jure","Final figure, complete","2005","78500",""
"Armenia","2004","Total","Female","YEREVAN","City proper","Estimate - de jure","Final figure, complete","2005","588029",""
"Armenia","2001","Total","Both Sexes","Vanadzoz (Kirovakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","107394",""
"Armenia","2001","Total","Both Sexes","Gyumri (Leninakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","150917",""
"Armenia","2001","Total","Both Sexes","YEREVAN","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","1103488",""
"Armenia","2001","Total","Male","Vanadzoz (Kirovakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","50284",""
"Armenia","2001","Total","Male","Gyumri (Leninakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","70846",""
"Armenia","2001","Total","Male","YEREVAN","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","513546",""
"Armenia","2001","Total","Female","Vanadzoz (Kirovakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","57110",""
"Armenia","2001","Total","Female","Gyumri (Leninakan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","80071",""
"Armenia","2001","Total","Female","YEREVAN","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","589942",""
"Aruba","2010","Total","Both Sexes","ORANJESTAD","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","28295",""
"Aruba","2010","Total","Male","ORANJESTAD","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","13139",""
"Aruba","2010","Total","Female","ORANJESTAD","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","15156",""
"Aruba","1991","Total","Both Sexes","ORANJESTAD","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","20045",""
"Aruba","1991","Total","Male","ORANJESTAD","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","9441",""
"Aruba","1991","Total","Female","ORANJESTAD","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","10604",""
"Australia","2017","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2019","24193","9"
"Australia","2017","Total","Both Sexes","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1315522","10"
"Australia","2017","Total","Both Sexes","Ballarat","City proper","Estimate - de jure","Final figure, complete","2019","105438","9"
"Australia","2017","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2019","1209322","9"
"Australia","2017","Total","Both Sexes","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2331913","10"
"Australia","2017","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2019","163814","9"
"Australia","2017","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2019","411667","9"
"Australia","2017","Total","Both Sexes","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","411667","10"
"Australia","2017","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2019","470438","9"
"Australia","2017","Total","Both Sexes","Central Coast","City proper","Estimate - de jure","Final figure, complete","2019","339196","9"
"Australia","2017","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2019","85914","9"
"Australia","2017","Total","Both Sexes","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","134802","10"
"Australia","2017","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2019","245751","9"
"Australia","2017","Total","Both Sexes","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","261208","10"
"Australia","2017","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2019","591356","9"
"Australia","2017","Total","Both Sexes","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","606291","10"
"Australia","2017","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2019","686213","9"
"Australia","2017","Total","Both Sexes","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1334167","10"
"Australia","2017","Total","Both Sexes","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2413457","10"
"Australia","2017","Total","Both Sexes","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","148884","10"
"Australia","2017","Total","Both Sexes","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","229088","10"
"Australia","2017","Total","Both Sexes","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","4843781","10"
"Australia","2017","Total","Both Sexes","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2039041","10"
"Australia","2017","Total","Both Sexes","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","5132355","10"
"Australia","2017","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2019","52785","9"
"Australia","2017","Total","Both Sexes","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","210338","10"
"Australia","2017","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Final figure, complete","2019","66802","9"
"Australia","2017","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2019","158923","9"
"Australia","2017","Total","Both Sexes","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","4670461","10"
"Australia","2017","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Final figure, complete","2019","162358","9"
"Australia","2017","Total","Both Sexes","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","171145","10"
"Australia","2017","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2019","243347","9"
"Australia","2017","Total","Both Sexes","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","480422","10"
"Australia","2017","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2019","27340","9"
"Australia","2017","Total","Both Sexes","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2000767","10"
"Australia","2017","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2019","311211","9"
"Australia","2017","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2019","232926","9"
"Australia","2017","Total","Both Sexes","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","4741249","10"
"Australia","2017","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2019","166045","9"
"Australia","2017","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2019","192988","9"
"Australia","2017","Total","Both Sexes","Wollongong","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","298431","10"
"Australia","2017","Total","Male","Adelaide","City proper","Estimate - de jure","Final figure, complete","2019","12289","9"
"Australia","2017","Total","Male","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","646403","10"
"Australia","2017","Total","Male","Ballarat","City proper","Estimate - de jure","Final figure, complete","2019","51154","9"
"Australia","2017","Total","Male","Brisbane","City proper","Estimate - de jure","Final figure, complete","2019","598640","9"
"Australia","2017","Total","Male","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1153356","10"
"Australia","2017","Total","Male","Cairns","City proper","Estimate - de jure","Final figure, complete","2019","80869","9"
"Australia","2017","Total","Male","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2019","203786","9"
"Australia","2017","Total","Male","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","203786","10"
"Australia","2017","Total","Male","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2019","233427","9"
"Australia","2017","Total","Male","Central Coast","City proper","Estimate - de jure","Final figure, complete","2019","165783","9"
"Australia","2017","Total","Male","Darwin","City proper","Estimate - de jure","Final figure, complete","2019","44207","9"
"Australia","2017","Total","Male","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","70830","10"
"Australia","2017","Total","Male","Geelong","City proper","Estimate - de jure","Final figure, complete","2019","120362","9"
"Australia","2017","Total","Male","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","127972","10"
"Australia","2017","Total","Male","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2019","288512","9"
"Australia","2017","Total","Male","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","295866","10"
"Australia","2017","Total","Male","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2019","334437","9"
"Australia","2017","Total","Male","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","655847","10"
"Australia","2017","Total","Male","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1194981","10"
"Australia","2017","Total","Male","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","78495","10"
"Australia","2017","Total","Male","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","114067","10"
"Australia","2017","Total","Male","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2393605","10"
"Australia","2017","Total","Male","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1015914","10"
"Australia","2017","Total","Male","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2548906","10"
"Australia","2017","Total","Male","Hobart","City proper","Estimate - de jure","Final figure, complete","2019","26378","9"
"Australia","2017","Total","Male","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","104540","10"
"Australia","2017","Total","Male","Launceston","City proper","Estimate - de jure","Final figure, complete","2019","32449","9"
"Australia","2017","Total","Male","Melbourne","City proper","Estimate - de jure","Final figure, complete","2019","77918","9"
"Australia","2017","Total","Male","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2307720","10"
"Australia","2017","Total","Male","Newcastle","City proper","Estimate - de jure","Final figure, complete","2019","80645","9"
"Australia","2017","Total","Male","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","84943","10"
"Australia","2017","Total","Male","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2019","120327","9"
"Australia","2017","Total","Male","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","236813","10"
"Australia","2017","Total","Male","Perth","City proper","Estimate - de jure","Final figure, complete","2019","14333","9"
"Australia","2017","Total","Male","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","995407","10"
"Australia","2017","Total","Male","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2019","150631","9"
"Australia","2017","Total","Male","Sydney","City proper","Estimate - de jure","Final figure, complete","2019","120965","9"
"Australia","2017","Total","Male","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2357126","10"
"Australia","2017","Total","Male","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2019","81106","9"
"Australia","2017","Total","Male","Townsville","City proper","Estimate - de jure","Final figure, complete","2019","96784","9"
"Australia","2017","Total","Male","Wollongong","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","147654","10"
"Australia","2017","Total","Female","Adelaide","City proper","Estimate - de jure","Final figure, complete","2019","11904","9"
"Australia","2017","Total","Female","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","669119","10"
"Australia","2017","Total","Female","Ballarat","City proper","Estimate - de jure","Final figure, complete","2019","54284","9"
"Australia","2017","Total","Female","Brisbane","City proper","Estimate - de jure","Final figure, complete","2019","610682","9"
"Australia","2017","Total","Female","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1178557","10"
"Australia","2017","Total","Female","Cairns","City proper","Estimate - de jure","Final figure, complete","2019","82945","9"
