"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2017","Total","Female","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2019","207881","9"
"Australia","2017","Total","Female","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","207881","10"
"Australia","2017","Total","Female","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2019","237011","9"
"Australia","2017","Total","Female","Central Coast","City proper","Estimate - de jure","Final figure, complete","2019","173413","9"
"Australia","2017","Total","Female","Darwin","City proper","Estimate - de jure","Final figure, complete","2019","41707","9"
"Australia","2017","Total","Female","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","63972","10"
"Australia","2017","Total","Female","Geelong","City proper","Estimate - de jure","Final figure, complete","2019","125389","9"
"Australia","2017","Total","Female","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","133236","10"
"Australia","2017","Total","Female","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2019","302844","9"
"Australia","2017","Total","Female","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","310425","10"
"Australia","2017","Total","Female","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2019","351776","9"
"Australia","2017","Total","Female","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","678320","10"
"Australia","2017","Total","Female","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1218476","10"
"Australia","2017","Total","Female","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","70389","10"
"Australia","2017","Total","Female","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","115021","10"
"Australia","2017","Total","Female","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2450176","10"
"Australia","2017","Total","Female","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1023127","10"
"Australia","2017","Total","Female","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2583449","10"
"Australia","2017","Total","Female","Hobart","City proper","Estimate - de jure","Final figure, complete","2019","26407","9"
"Australia","2017","Total","Female","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","105798","10"
"Australia","2017","Total","Female","Launceston","City proper","Estimate - de jure","Final figure, complete","2019","34353","9"
"Australia","2017","Total","Female","Melbourne","City proper","Estimate - de jure","Final figure, complete","2019","81005","9"
"Australia","2017","Total","Female","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2362741","10"
"Australia","2017","Total","Female","Newcastle","City proper","Estimate - de jure","Final figure, complete","2019","81713","9"
"Australia","2017","Total","Female","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","86202","10"
"Australia","2017","Total","Female","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2019","123020","9"
"Australia","2017","Total","Female","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","243609","10"
"Australia","2017","Total","Female","Perth","City proper","Estimate - de jure","Final figure, complete","2019","13007","9"
"Australia","2017","Total","Female","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1005360","10"
"Australia","2017","Total","Female","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2019","160580","9"
"Australia","2017","Total","Female","Sydney","City proper","Estimate - de jure","Final figure, complete","2019","111961","9"
"Australia","2017","Total","Female","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","2384123","10"
"Australia","2017","Total","Female","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2019","84939","9"
"Australia","2017","Total","Female","Townsville","City proper","Estimate - de jure","Final figure, complete","2019","96204","9"
"Australia","2017","Total","Female","Wollongong","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","150777","10"
"Australia","2016","Total","Both Sexes","Adelaide","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","1165632","11,12"
"Australia","2016","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2018","1305811","12"
"Australia","2016","Total","Both Sexes","Ballarat","City proper","Estimate - de jure","Final figure, complete","2018","101588","12"
"Australia","2016","Total","Both Sexes","Brisbane","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","2054614","11,12"
"Australia","2016","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2018","2280290","12"
"Australia","2016","Total","Both Sexes","Cairns","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","144730","11,12"
"Australia","2016","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2018","150041","12"
"Australia","2016","Total","Both Sexes","CANBERRA","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","395790","11,12"
"Australia","2016","Total","Both Sexes","Canberra-Queanbeyan","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","432138","11,12"
"Australia","2016","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2018","440543","12"
"Australia","2016","Total","Both Sexes","Central Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","307742","11,12"
"Australia","2016","Total","Both Sexes","Central Coast","City proper","Estimate - de jure","Final figure, complete","2018","327024","12"
"Australia","2016","Total","Both Sexes","Darwin","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","118456","11,12"
"Australia","2016","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2018","132045","12"
"Australia","2016","Total","Both Sexes","Geelong","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","157104","11,12"
"Australia","2016","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2018","253269","12"
"Australia","2016","Total","Both Sexes","Gold Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","540559","11,12"
"Australia","2016","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","600335","11,12"
"Australia","2016","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2018","646983","12"
"Australia","2016","Total","Both Sexes","Greater Adelaide","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","1295714","11,12"
"Australia","2016","Total","Both Sexes","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","1324279","12"
"Australia","2016","Total","Both Sexes","Greater Brisbane","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","2270800","11,12"
"Australia","2016","Total","Both Sexes","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","2360241","12"
"Australia","2016","Total","Both Sexes","Greater Darwin","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","136828","11,12"
"Australia","2016","Total","Both Sexes","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","145916","12"
"Australia","2016","Total","Both Sexes","Greater Hobart","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","222356","11,12"
"Australia","2016","Total","Both Sexes","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","224462","12"
"Australia","2016","Total","Both Sexes","Greater Melbourne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","4485211","11,12"
"Australia","2016","Total","Both Sexes","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","4725316","12"
"Australia","2016","Total","Both Sexes","Greater Perth","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","1943858","11,12"
"Australia","2016","Total","Both Sexes","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","2022044","12"
"Australia","2016","Total","Both Sexes","Greater Sydney","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","4823991","11,12"
"Australia","2016","Total","Both Sexes","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","5029768","12"
"Australia","2016","Total","Both Sexes","Hobart","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","178009","11,12"
"Australia","2016","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2018","206097","12"
"Australia","2016","Total","Both Sexes","Melbourne","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","4196198","11,12"
"Australia","2016","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2018","4557182","12"
"Australia","2016","Total","Both Sexes","Newcastle","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","322278","11,12"
"Australia","2016","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2018","476654","12"
"Australia","2016","Total","Both Sexes","Perth","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","1874578","11,12"
"Australia","2016","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2018","1984907","12"
"Australia","2016","Total","Both Sexes","Sunshine Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","243377","11,12"
"Australia","2016","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2018","317404","12"
"Australia","2016","Total","Both Sexes","Sydney","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","4321535","11,12"
"Australia","2016","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2018","4643795","12"
"Australia","2016","Total","Both Sexes","Toowoomba","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","100032","11,12"
"Australia","2016","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2018","134037","12"
"Australia","2016","Total","Both Sexes","Townsville","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","168729","11,12"
"Australia","2016","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2018","178860","12"
"Australia","2016","Total","Both Sexes","Wollongong","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","261896","11,12"
"Australia","2016","Total","Both Sexes","Wollongong","City proper","Estimate - de jure","Final figure, complete","2018","295669","12"
"Australia","2016","Total","Male","Adelaide","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","569694","11,12"
"Australia","2016","Total","Male","Adelaide","City proper","Estimate - de jure","Final figure, complete","2018","642490","12"
"Australia","2016","Total","Male","Ballarat","City proper","Estimate - de jure","Final figure, complete","2018","49252","12"
"Australia","2016","Total","Male","Brisbane","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","1009029","11,12"
"Australia","2016","Total","Male","Brisbane","City proper","Estimate - de jure","Final figure, complete","2018","1127740","12"
"Australia","2016","Total","Male","Cairns","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","71170","11,12"
"Australia","2016","Total","Male","Cairns","City proper","Estimate - de jure","Final figure, complete","2018","73972","12"
"Australia","2016","Total","Male","CANBERRA","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","194879","11,12"
"Australia","2016","Total","Male","Canberra-Queanbeyan","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","213052","11,12"
"Australia","2016","Total","Male","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2018","219067","12"
"Australia","2016","Total","Male","Central Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","148587","11,12"
"Australia","2016","Total","Male","Central Coast","City proper","Estimate - de jure","Final figure, complete","2018","159464","12"
"Australia","2016","Total","Male","Darwin","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","62041","11,12"
"Australia","2016","Total","Male","Darwin","City proper","Estimate - de jure","Final figure, complete","2018","68839","12"
"Australia","2016","Total","Male","Geelong","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","75635","11,12"
"Australia","2016","Total","Male","Geelong","City proper","Estimate - de jure","Final figure, complete","2018","124137","12"
"Australia","2016","Total","Male","Gold Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","262469","11,12"
"Australia","2016","Total","Male","Gold Coast-Tweed Heads","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","291006","11,12"
"Australia","2016","Total","Male","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2018","315135","12"
"Australia","2016","Total","Male","Greater Adelaide","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","633888","11,12"
"Australia","2016","Total","Male","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","651873","12"
"Australia","2016","Total","Male","Greater Brisbane","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","1117452","11,12"
"Australia","2016","Total","Male","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","1168468","12"
"Australia","2016","Total","Male","Greater Darwin","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","71889","11,12"
"Australia","2016","Total","Male","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","76267","12"
"Australia","2016","Total","Male","Greater Hobart","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","107930","11,12"
"Australia","2016","Total","Male","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","111517","12"
"Australia","2016","Total","Male","Greater Melbourne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","2199597","11,12"
"Australia","2016","Total","Male","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","2335534","12"
"Australia","2016","Total","Male","Greater Perth","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","963536","11,12"
"Australia","2016","Total","Male","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","1010416","12"
"Australia","2016","Total","Male","Greater Sydney","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","2376766","11,12"
"Australia","2016","Total","Male","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","2496024","12"
"Australia","2016","Total","Male","Hobart","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","85960","11,12"
"Australia","2016","Total","Male","Hobart","City proper","Estimate - de jure","Final figure, complete","2018","102170","12"
"Australia","2016","Total","Male","Melbourne","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","2056095","11,12"
"Australia","2016","Total","Male","Melbourne","City proper","Estimate - de jure","Final figure, complete","2018","2251958","12"
"Australia","2016","Total","Male","Newcastle","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","157923","11,12"
"Australia","2016","Total","Male","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2018","234780","12"
"Australia","2016","Total","Male","Perth","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","927190","11,12"
"Australia","2016","Total","Male","Perth","City proper","Estimate - de jure","Final figure, complete","2018","990423","12"
"Australia","2016","Total","Male","Sunshine Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","116734","11,12"
"Australia","2016","Total","Male","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2018","153470","12"
"Australia","2016","Total","Male","Sydney","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","2131038","11,12"
"Australia","2016","Total","Male","Sydney","City proper","Estimate - de jure","Final figure, complete","2018","2306904","12"
"Australia","2016","Total","Male","Toowoomba","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","47675","11,12"
"Australia","2016","Total","Male","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2018","64761","12"
"Australia","2016","Total","Male","Townsville","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","84003","11,12"
"Australia","2016","Total","Male","Townsville","City proper","Estimate - de jure","Final figure, complete","2018","89394","12"
"Australia","2016","Total","Male","Wollongong","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","128813","11,12"
"Australia","2016","Total","Male","Wollongong","City proper","Estimate - de jure","Final figure, complete","2018","146083","12"
"Australia","2016","Total","Female","Adelaide","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","595939","11,12"
"Australia","2016","Total","Female","Adelaide","City proper","Estimate - de jure","Final figure, complete","2018","663321","12"
"Australia","2016","Total","Female","Ballarat","City proper","Estimate - de jure","Final figure, complete","2018","52336","12"
"Australia","2016","Total","Female","Brisbane","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","1045588","11,12"
"Australia","2016","Total","Female","Brisbane","City proper","Estimate - de jure","Final figure, complete","2018","1152550","12"
"Australia","2016","Total","Female","Cairns","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","73558","11,12"
"Australia","2016","Total","Female","Cairns","City proper","Estimate - de jure","Final figure, complete","2018","76069","12"
"Australia","2016","Total","Female","CANBERRA","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","200914","11,12"
"Australia","2016","Total","Female","Canberra-Queanbeyan","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","219091","11,12"
"Australia","2016","Total","Female","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2018","221476","12"
"Australia","2016","Total","Female","Central Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","159149","11,12"
"Australia","2016","Total","Female","Central Coast","City proper","Estimate - de jure","Final figure, complete","2018","167560","12"
"Australia","2016","Total","Female","Darwin","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","56416","11,12"
"Australia","2016","Total","Female","Darwin","City proper","Estimate - de jure","Final figure, complete","2018","63206","12"
"Australia","2016","Total","Female","Geelong","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","81462","11,12"
"Australia","2016","Total","Female","Geelong","City proper","Estimate - de jure","Final figure, complete","2018","129132","12"
"Australia","2016","Total","Female","Gold Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","278089","11,12"
"Australia","2016","Total","Female","Gold Coast-Tweed Heads","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","309328","11,12"
"Australia","2016","Total","Female","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2018","331848","12"
"Australia","2016","Total","Female","Greater Adelaide","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","661823","11,12"
"Australia","2016","Total","Female","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","672406","12"
"Australia","2016","Total","Female","Greater Brisbane","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","1153351","11,12"
"Australia","2016","Total","Female","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","1191773","12"
"Australia","2016","Total","Female","Greater Darwin","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","64939","11,12"
"Australia","2016","Total","Female","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","69649","12"
"Australia","2016","Total","Female","Greater Hobart","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","114422","11,12"
"Australia","2016","Total","Female","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","112945","12"
"Australia","2016","Total","Female","Greater Melbourne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","2285616","11,12"
"Australia","2016","Total","Female","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","2389782","12"
"Australia","2016","Total","Female","Greater Perth","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","980326","11,12"
"Australia","2016","Total","Female","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","1011628","12"
"Australia","2016","Total","Female","Greater Sydney","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2017","2447221","11,12"
"Australia","2016","Total","Female","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","2533744","12"
"Australia","2016","Total","Female","Hobart","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","92047","11,12"
"Australia","2016","Total","Female","Hobart","City proper","Estimate - de jure","Final figure, complete","2018","103927","12"
"Australia","2016","Total","Female","Melbourne","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","2140106","11,12"
"Australia","2016","Total","Female","Melbourne","City proper","Estimate - de jure","Final figure, complete","2018","2305224","12"
"Australia","2016","Total","Female","Newcastle","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","164361","11,12"
"Australia","2016","Total","Female","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2018","241874","12"
"Australia","2016","Total","Female","Perth","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","947382","11,12"
"Australia","2016","Total","Female","Perth","City proper","Estimate - de jure","Final figure, complete","2018","994484","12"
"Australia","2016","Total","Female","Sunshine Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","126642","11,12"
"Australia","2016","Total","Female","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2018","163934","12"
"Australia","2016","Total","Female","Sydney","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","2190497","11,12"
"Australia","2016","Total","Female","Sydney","City proper","Estimate - de jure","Final figure, complete","2018","2336891","12"
"Australia","2016","Total","Female","Toowoomba","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","52357","11,12"
"Australia","2016","Total","Female","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2018","69276","12"
"Australia","2016","Total","Female","Townsville","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","84725","11,12"
"Australia","2016","Total","Female","Townsville","City proper","Estimate - de jure","Final figure, complete","2018","89466","12"
"Australia","2016","Total","Female","Wollongong","City proper","Census - de jure - complete tabulation","Final figure, complete","2017","133083","11,12"
"Australia","2016","Total","Female","Wollongong","City proper","Estimate - de jure","Final figure, complete","2018","149586","12"
"Australia","2015","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2017","1288681","12"
"Australia","2015","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2017","2209453","12"
"Australia","2015","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2017","147993","12"
"Australia","2015","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2017","424666","12"
"Australia","2015","Total","Both Sexes","Central Coast","City proper","Estimate - de jure","Final figure, complete","2017","325082","12"
"Australia","2015","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2017","123396","12"
"Australia","2015","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2017","187417","12"
"Australia","2015","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2017","624918","12"
"Australia","2015","Total","Both Sexes","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","1316779","12"
"Australia","2015","Total","Both Sexes","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","2308720","12"
"Australia","2015","Total","Both Sexes","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","142258","12"
"Australia","2015","Total","Both Sexes","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","220953","12"
"Australia","2015","Total","Both Sexes","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","4529496","12"
"Australia","2015","Total","Both Sexes","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","2039193","12"
"Australia","2015","Total","Both Sexes","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","4920970","12"
"Australia","2015","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2017","209254","12"
"Australia","2015","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2017","4353514","12"
"Australia","2015","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2017","434454","12"
"Australia","2015","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2017","1958912","12"
"Australia","2015","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2017","302122","12"
"Australia","2015","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2017","4526479","12"
"Australia","2015","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2017","114622","12"
"Australia","2015","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2017","180333","12"
"Australia","2015","Total","Both Sexes","Wollongong","City proper","Estimate - de jure","Final figure, complete","2017","292388","12"
"Australia","2015","Total","Male","Adelaide","City proper","Estimate - de jure","Final figure, complete","2017","633385","12"
"Australia","2015","Total","Male","Brisbane","City proper","Estimate - de jure","Final figure, complete","2017","1096906","12"
"Australia","2015","Total","Male","Cairns","City proper","Estimate - de jure","Final figure, complete","2017","72789","12"
"Australia","2015","Total","Male","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2017","211067","12"
"Australia","2015","Total","Male","Central Coast","City proper","Estimate - de jure","Final figure, complete","2017","157763","12"
"Australia","2015","Total","Male","Darwin","City proper","Estimate - de jure","Final figure, complete","2017","64943","12"
"Australia","2015","Total","Male","Geelong","City proper","Estimate - de jure","Final figure, complete","2017","92540","12"
"Australia","2015","Total","Male","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2017","305093","12"
"Australia","2015","Total","Male","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","647441","12"
"Australia","2015","Total","Male","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","1146755","12"
"Australia","2015","Total","Male","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","74783","12"
"Australia","2015","Total","Male","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","109385","12"
"Australia","2015","Total","Male","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","2236519","12"
"Australia","2015","Total","Male","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","1019446","12"
"Australia","2015","Total","Male","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","2438529","12"
"Australia","2015","Total","Male","Hobart","City proper","Estimate - de jure","Final figure, complete","2017","103418","12"
"Australia","2015","Total","Male","Melbourne","City proper","Estimate - de jure","Final figure, complete","2017","2149232","12"
"Australia","2015","Total","Male","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2017","215823","12"
"Australia","2015","Total","Male","Perth","City proper","Estimate - de jure","Final figure, complete","2017","978882","12"
"Australia","2015","Total","Male","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2017","146296","12"
"Australia","2015","Total","Male","Sydney","City proper","Estimate - de jure","Final figure, complete","2017","2245652","12"
"Australia","2015","Total","Male","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2017","55445","12"
"Australia","2015","Total","Male","Townsville","City proper","Estimate - de jure","Final figure, complete","2017","89899","12"
"Australia","2015","Total","Male","Wollongong","City proper","Estimate - de jure","Final figure, complete","2017","145439","12"
"Australia","2015","Total","Female","Adelaide","City proper","Estimate - de jure","Final figure, complete","2017","655296","12"
"Australia","2015","Total","Female","Brisbane","City proper","Estimate - de jure","Final figure, complete","2017","1112547","12"
"Australia","2015","Total","Female","Cairns","City proper","Estimate - de jure","Final figure, complete","2017","75204","12"
"Australia","2015","Total","Female","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2017","213599","12"
"Australia","2015","Total","Female","Central Coast","City proper","Estimate - de jure","Final figure, complete","2017","167319","12"
"Australia","2015","Total","Female","Darwin","City proper","Estimate - de jure","Final figure, complete","2017","58453","12"
"Australia","2015","Total","Female","Geelong","City proper","Estimate - de jure","Final figure, complete","2017","94877","12"
"Australia","2015","Total","Female","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2017","319825","12"
"Australia","2015","Total","Female","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","669338","12"
"Australia","2015","Total","Female","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","1161965","12"
